NODE-A NODE-B 1
NODE-B NODE-C 1
NODE-C NODE-D 1
NODE-E NODE-F 1
NODE-F NODE-A 1
NODE--NUMBER--6 NODE-A 1
NODE--NUMBER--6 NODE-F 1
NODE--NUMBER--6 NODE-B 1
NODE--NUMBER--7 NODE-F 11
NODE--NUMBER--7 NODE-B 11
NODE--NUMBER--7 NODE--NUMBER--6 11
NODE--NUMBER--8 NODE-F 21
NODE--NUMBER--8 NODE-B 21
NODE--NUMBER--8 NODE-A 21
NODE--NUMBER--9 NODE-B 31
NODE--NUMBER--9 NODE--NUMBER--8 31
NODE--NUMBER--9 NODE-E 31
NODE--NUMBER--10 NODE--NUMBER--7 41
NODE--NUMBER--10 NODE--NUMBER--9 41
NODE--NUMBER--10 NODE--NUMBER--8 41
NODE--NUMBER--11 NODE--NUMBER--8 51
NODE--NUMBER--11 NODE--NUMBER--10 51
NODE--NUMBER--11 NODE-A 51
NODE--NUMBER--12 NODE-E 61
NODE--NUMBER--12 NODE-C 61
NODE--NUMBER--12 NODE--NUMBER--11 61
NODE--NUMBER--13 NODE-F 71
NODE--NUMBER--13 NODE--NUMBER--12 71
NODE--NUMBER--13 NODE--NUMBER--6 71
NODE--NUMBER--14 NODE--NUMBER--13 81
NODE--NUMBER--14 NODE--NUMBER--10 81
NODE--NUMBER--14 NODE--NUMBER--12 81
NODE--NUMBER--15 NODE--NUMBER--9 91
NODE--NUMBER--15 NODE--NUMBER--12 91
NODE--NUMBER--15 NODE--NUMBER--13 91
NODE--NUMBER--16 NODE--NUMBER--14 101
NODE--NUMBER--16 NODE-F 101
NODE--NUMBER--16 NODE--NUMBER--6 101
NODE--NUMBER--17 NODE--NUMBER--8 111
NODE--NUMBER--17 NODE--NUMBER--9 111
NODE--NUMBER--17 NODE--NUMBER--6 111
NODE--NUMBER--18 NODE-C 121
NODE--NUMBER--18 NODE--NUMBER--17 121
NODE--NUMBER--18 NODE-F 121
NODE--NUMBER--19 NODE--NUMBER--15 131
NODE--NUMBER--19 NODE-F 131
NODE--NUMBER--19 NODE--NUMBER--12 131
NODE--NUMBER--20 NODE--NUMBER--10 141
NODE--NUMBER--20 NODE--NUMBER--12 141
NODE--NUMBER--20 NODE-C 141
NODE--NUMBER--21 NODE--NUMBER--13 151
NODE--NUMBER--21 NODE--NUMBER--18 151
NODE--NUMBER--21 NODE-A 151
NODE--NUMBER--22 NODE--NUMBER--13 161
NODE--NUMBER--22 NODE--NUMBER--17 161
NODE--NUMBER--22 NODE--NUMBER--19 161
NODE--NUMBER--20 NODE--NUMBER--18 171
NODE--NUMBER--20 NODE--NUMBER--8 171
NODE--NUMBER--20 NODE--NUMBER--6 171
NODE--NUMBER--23 NODE--NUMBER--22 181
NODE--NUMBER--23 NODE--NUMBER--14 181
NODE--NUMBER--23 NODE--NUMBER--21 181
NODE--NUMBER--24 NODE-F 191
NODE--NUMBER--24 NODE--NUMBER--21 191
NODE--NUMBER--24 NODE--NUMBER--11 191
NODE--NUMBER--25 NODE-E 201
NODE--NUMBER--25 NODE--NUMBER--24 201
NODE--NUMBER--25 NODE--NUMBER--21 201
NODE--NUMBER--26 NODE--NUMBER--17 211
NODE--NUMBER--26 NODE--NUMBER--7 211
NODE--NUMBER--26 NODE-E 211
NODE--NUMBER--15 NODE--NUMBER--26 221
NODE--NUMBER--15 NODE--NUMBER--14 221
NODE--NUMBER--15 NODE--NUMBER--23 221
NODE--NUMBER--23 NODE--NUMBER--12 231
NODE--NUMBER--23 NODE--NUMBER--13 231
NODE--NUMBER--23 NODE--NUMBER--9 231
NODE--NUMBER--27 NODE--NUMBER--7 241
NODE--NUMBER--27 NODE--NUMBER--21 241
NODE--NUMBER--27 NODE--NUMBER--26 241
NODE--NUMBER--28 NODE--NUMBER--10 251
NODE--NUMBER--28 NODE--NUMBER--8 251
NODE--NUMBER--28 NODE--NUMBER--27 251
NODE--NUMBER--29 NODE--NUMBER--26 261
NODE--NUMBER--29 NODE--NUMBER--15 261
NODE--NUMBER--29 NODE--NUMBER--25 261
NODE--NUMBER--30 NODE--NUMBER--28 271
NODE--NUMBER--30 NODE--NUMBER--26 271
NODE--NUMBER--30 NODE--NUMBER--11 271
NODE--NUMBER--31 NODE--NUMBER--19 281
NODE--NUMBER--31 NODE--NUMBER--12 281
NODE--NUMBER--31 NODE--NUMBER--21 281
NODE--NUMBER--32 NODE-F 291
NODE--NUMBER--32 NODE--NUMBER--24 291
NODE--NUMBER--32 NODE--NUMBER--7 291
NODE--NUMBER--33 NODE--NUMBER--21 301
NODE--NUMBER--33 NODE--NUMBER--26 301
NODE--NUMBER--33 NODE--NUMBER--10 301
NODE--NUMBER--15 NODE--NUMBER--27 311
NODE--NUMBER--15 NODE--NUMBER--16 311
NODE--NUMBER--15 NODE--NUMBER--30 311
NODE--NUMBER--34 NODE-A 321
NODE--NUMBER--34 NODE--NUMBER--33 321
NODE--NUMBER--34 NODE--NUMBER--15 321
NODE--NUMBER--35 NODE--NUMBER--31 331
NODE--NUMBER--35 NODE--NUMBER--27 331
NODE--NUMBER--35 NODE--NUMBER--8 331
NODE--NUMBER--18 NODE--NUMBER--34 341
NODE--NUMBER--18 NODE--NUMBER--29 341
NODE--NUMBER--18 NODE--NUMBER--24 341
NODE--NUMBER--36 NODE--NUMBER--32 351
NODE--NUMBER--36 NODE--NUMBER--31 351
NODE--NUMBER--36 NODE--NUMBER--27 351
NODE--NUMBER--37 NODE--NUMBER--36 361
NODE--NUMBER--37 NODE--NUMBER--25 361
NODE--NUMBER--37 NODE--NUMBER--11 361
NODE--NUMBER--32 NODE--NUMBER--26 371
NODE--NUMBER--32 NODE--NUMBER--6 371
NODE--NUMBER--32 NODE--NUMBER--37 371
NODE--NUMBER--24 NODE--NUMBER--13 381
NODE--NUMBER--24 NODE--NUMBER--35 381
NODE--NUMBER--24 NODE--NUMBER--30 381
NODE--NUMBER--10 NODE--NUMBER--36 391
NODE--NUMBER--10 NODE--NUMBER--18 391
NODE--NUMBER--10 NODE--NUMBER--19 391
NODE--NUMBER--38 NODE--NUMBER--17 401
NODE--NUMBER--38 NODE-B 401
NODE--NUMBER--38 NODE--NUMBER--6 401
NODE--NUMBER--39 NODE--NUMBER--17 411
NODE--NUMBER--39 NODE--NUMBER--14 411
NODE--NUMBER--39 NODE--NUMBER--26 411
NODE--NUMBER--36 NODE--NUMBER--34 421
NODE--NUMBER--36 NODE--NUMBER--20 421
NODE--NUMBER--36 NODE--NUMBER--15 421
NODE--NUMBER--40 NODE--NUMBER--37 431
NODE--NUMBER--40 NODE--NUMBER--13 431
NODE--NUMBER--40 NODE-C 431
NODE--NUMBER--41 NODE--NUMBER--27 441
NODE--NUMBER--41 NODE--NUMBER--10 441
NODE--NUMBER--41 NODE--NUMBER--18 441
NODE--NUMBER--42 NODE--NUMBER--40 451
NODE--NUMBER--42 NODE--NUMBER--10 451
NODE--NUMBER--42 NODE--NUMBER--37 451
NODE--NUMBER--43 NODE--NUMBER--28 461
NODE--NUMBER--43 NODE--NUMBER--21 461
NODE--NUMBER--43 NODE--NUMBER--40 461
NODE--NUMBER--44 NODE--NUMBER--42 471
NODE--NUMBER--44 NODE--NUMBER--40 471
NODE--NUMBER--44 NODE--NUMBER--26 471
NODE--NUMBER--45 NODE--NUMBER--8 481
NODE--NUMBER--45 NODE--NUMBER--40 481
NODE--NUMBER--45 NODE--NUMBER--19 481
NODE--NUMBER--29 NODE--NUMBER--40 491
NODE--NUMBER--29 NODE--NUMBER--19 491
NODE--NUMBER--29 NODE--NUMBER--23 491
NODE--NUMBER--40 NODE--NUMBER--26 501
NODE--NUMBER--40 NODE--NUMBER--6 501
NODE--NUMBER--40 NODE--NUMBER--35 501
